kp,ki,kd,SetPoint
18.519999999999982,13.0,-2.0,84.0,-16.0,-3.89,0.0,-19.89
18.620000000000005,13.0,-2.0,85.0,-16.0,-4.01,0.0,-20.01
18.70999999999998,13.0,-2.0,85.0,-16.0,-4.13,0.0,-20.13
18.810000000000002,13.0,-2.0,85.0,-16.0,-4.25,0.0,-20.25
18.899999999999977,13.0,-2.0,85.0,-16.0,-4.37,0.0,-20.37
19.0,13.0,-2.0,85.0,-16.0,-4.49,0.0,-20.49
19.089999999999975,13.0,-2.0,85.0,-16.0,-4.61,0.0,-20.61
19.189999999999998,13.0,-2.0,85.0,-16.0,-4.72,0.0,-20.72
19.279999999999973,13.0,-2.0,85.0,-16.0,-4.84,0.0,-20.84
19.379999999999995,13.0,-2.0,85.0,-16.0,-4.96,0.0,-20.96
19.46999999999997,13.0,-2.0,86.0,-16.0,-5.08,0.0,-21.08
19.569999999999993,13.0,-2.0,86.0,-16.0,-5.2,0.0,-21.2
19.659999999999968,13.0,-2.0,86.0,-16.0,-5.32,0.0,-21.32
19.75999999999999,13.0,-2.0,86.0,-16.0,-5.44,0.0,-21.44
19.849999999999966,13.0,-2.0,86.0,-16.0,-5.56,0.0,-21.56
19.94999999999999,13.0,-2.0,86.0,-16.0,-5.68,0.0,-21.68
20.039999999999964,13.0,-2.0,86.0,-16.0,-5.79,0.0,-21.79
20.139999999999986,13.0,-2.0,86.0,-16.0,-5.91,0.0,-21.91
20.22999999999996,13.0,-2.0,87.0,-16.0,-6.03,0.0,-22.03
20.329999999999984,13.0,-2.0,87.0,-16.0,-6.15,0.0,-22.15
20.41999999999996,13.0,-2.0,87.0,-16.0,-6.27,0.0,-22.27
20.519999999999982,13.0,-2.0,87.0,-16.0,-6.39,0.0,-22.39
20.609999999999957,13.0,-2.0,87.0,-16.0,-6.51,0.0,-22.51
20.70999999999998,13.0,-2.0,87.0,-16.0,-6.63,0.0,-22.63
20.80000000000001,13.0,-2.0,87.0,-16.0,-6.74,0.0,-22.74
20.899999999999977,13.0,-2.0,87.0,-16.0,-6.86,0.0,-22.86
20.99000000000001,13.0,-2.0,87.0,-16.0,-6.98,0.0,-22.98
21.089999999999975,13.0,-2.0,88.0,-16.0,-7.1,0.0,-23.1
21.180000000000007,13.0,-2.0,88.0,-16.0,-7.22,0.0,-23.22
21.279999999999973,13.0,-2.0,88.0,-16.0,-7.34,0.0,-23.34
21.370000000000005,13.0,-2.0,88.0,-16.0,-7.46,0.0,-23.46
21.46999999999997,13.0,-2.0,88.0,-16.0,-7.58,0.0,-23.58
21.560000000000002,13.0,-2.0,88.0,-16.0,-7.69,0.0,-23.69
21.659999999999968,13.0,-2.0,88.0,-16.0,-7.81,0.0,-23.81
21.75,13.0,-2.0,88.0,-16.0,-7.93,0.0,-23.93
21.849999999999966,13.0,-2.0,89.0,-16.0,-8.05,0.0,-24.05
21.939999999999998,13.0,-2.0,89.0,-16.0,-8.17,0.0,-24.17
22.039999999999964,13.0,-2.0,89.0,-16.0,-8.29,0.0,-24.29
22.129999999999995,13.0,-2.0,89.0,-16.0,-8.41,0.0,-24.41
22.22999999999996,13.0,-2.0,89.0,-16.0,-8.53,0.0,-24.53
22.319999999999993,13.0,-2.0,89.0,-16.0,-8.64,0.0,-24.64
22.41999999999996,13.0,-2.0,89.0,-16.0,-8.76,0.0,-24.76
22.50999999999999,13.0,-2.0,89.0,-16.0,-8.88,0.0,-24.88
22.609999999999957,13.0,-2.0,89.0,-16.0,-9.0,0.0,-25.0
22.69999999999999,13.0,-2.0,90.0,-16.0,-9.12,0.0,-25.12
22.80000000000001,13.0,-2.0,90.0,-16.0,-9.24,0.0,-25.24
22.889999999999986,13.0,-2.0,90.0,-16.0,-9.36,0.0,-25.36
22.99000000000001,13.0,-2.0,90.0,-16.0,-9.47,0.0,-25.47
23.079999999999984,13.0,-2.0,90.0,-16.0,-9.59,0.0,-25.59
23.180000000000007,13.0,-2.0,90.0,-16.0,-9.71,0.0,-25.71
23.269999999999982,13.0,-2.0,90.0,-16.0,-9.83,0.0,-25.83
23.370000000000005,13.0,-2.0,90.0,-16.0,-9.95,0.0,-25.95
23.45999999999998,13.0,-2.0,91.0,-16.0,-10.07,0.0,-26.07
23.560000000000002,13.0,-2.0,91.0,-16.0,-10.19,0.0,-26.19
23.659999999999968,13.0,-2.0,91.0,-16.0,-10.31,0.0,-26.31
23.75,13.0,-2.0,91.0,-16.0,-10.43,0.0,-26.43
23.849999999999966,13.0,-2.0,91.0,-16.0,-10.55,0.0,-26.55
23.939999999999998,13.0,-2.0,91.0,-16.0,-10.67,0.0,-26.67
24.039999999999964,13.0,-2.0,91.0,-16.0,-10.79,0.0,-26.79
24.139999999999986,13.0,-2.0,91.0,-16.0,-10.91,0.0,-26.91
24.22999999999996,13.0,-2.0,92.0,-16.0,-11.03,0.0,-27.03
24.329999999999984,13.0,-2.0,92.0,-16.0,-11.15,0.0,-27.15
24.41999999999996,13.4,-1.6,87.0,-12.8,-11.25,1.87,-22.17
24.519999999999982,13.4,-1.6,89.0,-12.8,-11.34,0.0,-24.14
24.620000000000005,13.0,-2.0,94.0,-16.0,-11.46,-1.86,-29.32
24.70999999999998,13.0,-2.0,92.0,-16.0,-11.58,0.0,-27.58
24.810000000000002,13.0,-2.0,92.0,-16.0,-11.7,0.0,-27.7
24.909999999999968,13.0,-2.0,92.0,-16.0,-11.82,0.0,-27.82
25.0,12.8,-2.2,95.0,-17.6,-11.96,-0.93,-30.48
25.099999999999966,13.0,-2.0,92.0,-16.0,-12.08,0.94,-27.14
25.189999999999998,14.0,-1.0,80.0,-8.0,-12.14,4.64,-15.5
25.289999999999964,12.8,-2.2,100.0,-17.6,-12.27,-5.74,-35.61
25.389999999999986,15.0,0.0,67.0,0.0,-12.27,9.9,-2.37
25.47999999999996,13.4,-1.6,97.0,-12.8,-12.36,-7.66,-32.82
25.579999999999984,13.0,-2.0,95.0,-16.0,-12.48,-1.86,-30.34
25.680000000000007,13.4,-1.6,88.0,-12.8,-12.58,1.86,-23.52
25.769999999999982,13.0,-2.0,95.0,-16.0,-12.7,-1.86,-30.56
25.870000000000005,13.0,-2.0,93.0,-16.0,-12.82,0.0,-28.82
25.96999999999997,14.0,-1.0,81.0,-8.0,-12.88,4.69,-16.19
26.060000000000002,12.8,-2.2,101.0,-17.6,-13.01,-5.68,-36.3
26.159999999999968,13.6,-1.4,85.0,-11.2,-13.1,3.64,-20.66
26.25999999999999,13.0,-2.0,97.0,-16.0,-13.22,-2.84,-32.06
26.349999999999966,13.0,-2.0,94.0,-16.0,-13.34,0.0,-29.34
26.44999999999999,13.2,-1.8,91.0,-14.4,-13.45,0.94,-26.91
26.55000000000001,13.4,-1.6,90.0,-12.8,-13.54,0.93,-25.42
26.639999999999986,13.2,-1.8,93.0,-14.4,-13.65,-0.94,-28.99
26.74000000000001,13.0,-2.0,95.0,-16.0,-13.77,-0.93,-30.7
26.839999999999975,13.0,-2.0,94.0,-16.0,-13.89,0.0,-29.89
26.930000000000007,13.2,-1.8,92.0,-14.4,-14.0,0.94,-27.46
27.029999999999973,13.0,-2.0,96.0,-16.0,-14.12,-0.94,-31.06
27.129999999999995,13.0,-2.0,95.0,-16.0,-14.24,0.0,-30.24
27.21999999999997,13.0,-2.0,95.0,-16.0,-14.36,0.0,-30.36
27.319999999999993,13.0,-2.0,95.0,-16.0,-14.48,0.0,-30.48
27.409999999999968,13.0,-2.0,95.0,-16.0,-14.6,0.0,-30.6
27.50999999999999,13.0,-2.0,95.0,-16.0,-14.72,0.0,-30.72
27.599999999999966,13.0,-2.0,95.0,-16.0,-14.84,0.0,-30.84
27.69999999999999,13.0,-2.0,95.0,-16.0,-14.96,0.0,-30.96
27.80000000000001,13.8,-1.2,85.0,-9.6,-15.04,3.75,-20.89
27.889999999999986,13.8,-1.2,89.0,-9.6,-15.11,0.0,-24.71
27.99000000000001,13.0,-2.0,99.0,-16.0,-15.23,-3.75,-34.98
28.089999999999975,13.4,-1.6,91.0,-12.8,-15.32,1.86,-26.27
28.180000000000007,14.0,-1.0,85.0,-8.0,-15.38,2.81,-20.57
28.279999999999973,13.8,-1.2,91.0,-9.6,-15.45,-0.95,-26.0
28.370000000000005,13.0,-2.0,100.0,-16.0,-15.58,-3.71,-35.29
28.46999999999997,13.0,-2.0,96.0,-16.0,-15.7,0.0,-31.7
28.569999999999993,12.8,-2.2,99.0,-17.6,-15.83,-0.94,-34.37
28.659999999999968,13.0,-2.0,96.0,-16.0,-15.95,0.93,-31.02
28.75999999999999,13.0,-2.0,97.0,-16.0,-16.07,0.0,-32.07
28.849999999999966,13.0,-2.0,97.0,-16.0,-16.19,0.0,-32.19
28.94999999999999,13.0,-2.0,97.0,-16.0,-16.31,0.0,-32.31
29.05000000000001,13.0,-2.0,97.0,-16.0,-16.43,0.0,-32.43
29.139999999999986,13.0,-2.0,97.0,-16.0,-16.55,0.0,-32.55
29.24000000000001,13.0,-2.0,97.0,-16.0,-16.67,0.0,-32.67
29.339999999999975,13.0,-2.0,97.0,-16.0,-16.79,0.0,-32.79
29.430000000000007,12.8,-2.2,100.0,-17.6,-16.92,-0.95,-35.47
29.529999999999973,13.0,-2.0,97.0,-16.0,-17.04,0.91,-32.14
29.629999999999995,13.2,-1.8,95.0,-14.4,-17.15,0.94,-30.62
29.71999999999997,13.0,-2.0,99.0,-16.0,-17.27,-0.94,-34.21
29.819999999999993,13.2,-1.8,95.0,-14.4,-17.38,0.93,-30.85
29.909999999999968,13.0,-2.0,99.0,-16.0,-17.5,-0.94,-34.44
30.00999999999999,13.0,-2.0,98.0,-16.0,-17.62,0.0,-33.62
30.109999999999957,13.0,-2.0,98.0,-16.0,-17.74,0.0,-33.74
30.19999999999999,13.0,-2.0,98.0,-16.0,-17.86,0.0,-33.86
30.30000000000001,12.8,-2.2,101.0,-17.6,-18.0,-0.94,-36.53
30.399999999999977,13.0,-2.0,98.0,-16.0,-18.12,0.92,-33.2
30.49000000000001,13.0,-2.0,99.0,-16.0,-18.24,0.0,-34.24
30.589999999999975,13.0,-2.0,99.0,-16.0,-18.36,0.0,-34.36
30.689999999999998,13.0,-2.0,99.0,-16.0,-18.48,0.0,-34.48
30.779999999999973,13.0,-2.0,99.0,-16.0,-18.6,0.0,-34.6
30.879999999999995,12.8,-2.2,102.0,-17.6,-18.73,-0.95,-37.28
30.96999999999997,12.8,-2.2,101.0,-17.6,-18.86,0.0,-36.46
31.069999999999993,13.0,-2.0,99.0,-16.0,-18.99,0.93,-34.06
31.16999999999996,13.0,-2.0,100.0,-16.0,-19.11,0.0,-35.11
31.25999999999999,13.0,-2.0,100.0,-16.0,-19.23,0.0,-35.23
31.359999999999957,13.0,-2.0,100.0,-16.0,-19.35,0.0,-35.35
31.45999999999998,12.8,-2.2,103.0,-17.6,-19.48,-0.93,-38.01
31.560000000000002,12.8,-2.2,102.0,-17.6,-19.62,0.0,-37.22
31.649999999999977,13.0,-2.0,99.0,-16.0,-19.74,0.94,-34.8
31.75,13.0,-2.0,100.0,-16.0,-19.86,0.0,-35.86
31.849999999999966,12.8,-2.2,103.0,-17.6,-19.99,-0.93,-38.52
31.939999999999998,13.4,-1.6,95.0,-12.8,-20.09,2.76,-30.13
32.039999999999964,14.0,-1.0,90.0,-8.0,-20.15,2.78,-25.37
32.139999999999986,13.2,-1.8,103.0,-14.4,-20.26,-3.79,-38.45
32.22999999999996,13.0,-2.0,102.0,-16.0,-20.38,-0.93,-37.31
32.329999999999984,13.0,-2.0,101.0,-16.0,-20.5,0.0,-36.5
32.43000000000001,14.0,-1.0,88.0,-8.0,-20.56,4.59,-23.97
32.52999999999997,13.8,-1.2,96.0,-9.6,-20.63,-0.95,-31.18
32.620000000000005,13.0,-2.0,105.0,-16.0,-20.75,-3.75,-40.5
32.71999999999997,13.2,-1.8,99.0,-14.4,-20.86,0.92,-34.34
32.81999999999999,14.0,-1.0,90.0,-8.0,-20.92,3.71,-25.21
32.90999999999997,13.8,-1.2,96.0,-9.6,-20.99,-0.95,-31.54
33.00999999999999,13.0,-2.0,105.0,-16.0,-21.11,-3.75,-40.86
33.099999999999966,13.6,-1.4,94.0,-11.2,-21.2,2.76,-29.65
33.19999999999999,14.2,-0.8,89.0,-6.4,-21.25,2.78,-24.87
33.30000000000001,14.4,-0.6,90.0,-4.8,-21.28,0.94,-25.15
33.389999999999986,15.0,0.0,83.0,0.0,-21.28,2.84,-18.44
33.49000000000001,15.0,0.0,86.0,0.0,-21.28,0.0,-21.28
33.579999999999984,15.2,0.2,83.0,1.6,-21.27,0.94,-18.74
33.68000000000001,15.6,0.6,79.0,4.8,-21.24,1.88,-14.56
33.77999999999997,14.0,-1.0,101.0,-8.0,-21.3,-7.66,-36.96
33.870000000000005,14.2,-0.8,91.0,-6.4,-21.34,0.92,-26.83
33.96999999999997,15.0,0.0,82.0,0.0,-21.34,3.75,-17.59
34.06,15.0,0.0,86.0,0.0,-21.34,0.0,-21.34
34.15999999999997,14.0,-1.0,99.0,-8.0,-21.4,-4.74,-34.14
34.25,15.0,0.0,81.0,0.0,-21.4,4.64,-16.76
34.349999999999966,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.44999999999999,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.539999999999964,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.639999999999986,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.72999999999996,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.829999999999984,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
34.91999999999996,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.01999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.10999999999996,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.20999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.30000000000001,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.39999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.49000000000001,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.589999999999975,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.69,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.77999999999997,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.879999999999995,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
35.96999999999997,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.06999999999999,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.15999999999997,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.25999999999999,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.349999999999966,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.44999999999999,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.539999999999964,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.639999999999986,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.72999999999996,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.829999999999984,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
36.91999999999996,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
37.01999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
37.120000000000005,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
37.20999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
37.31,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
37.39999999999998,15.0,0.0,86.0,0.0,-21.4,0.0,-21.4
